source_dataset,original_class,canonical_class,crop,disease,image_path,sha256,width,height,valid,duplicate,license_status,inclusion_status,exclusion_reason,local_path,class_idx,is_field
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e83245d3-f5e6-43f4-9621-899b089f1c08___RS_HL 7586.JPG,c04e13e13b420dc455c80f32c1b865137f5719eb9447705372768ce85a179c1e,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e83245d3-f5e6-43f4-9621-899b089f1c08___RS_HL 7586.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e8f01d04-432d-4894-990b-df471a782651___RS_HL 6297.JPG,e842243fa4f92e02ac5f19b61baf08312b8730dc3ab8141157bc76670a4f41a7,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e8f01d04-432d-4894-990b-df471a782651___RS_HL 6297.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e99a7776-9700-4845-bec6-b3db896f5562___RS_HL 7732.JPG,f3fdec3ddcbdd822b2fad9ad8e7601be2154a0b6ff1d3fe0ab31d85f925c6b86,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e99a7776-9700-4845-bec6-b3db896f5562___RS_HL 7732.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e9a9e270-a397-4f0c-a1aa-d064d38379e2___RS_HL 8158.JPG,d55303add5d352fa9a35963c7c75d9823e1f8ae52cfe95f9eb0c414d31c9bf6b,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e9a9e270-a397-4f0c-a1aa-d064d38379e2___RS_HL 8158.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e9d92a83-92dd-442f-8138-627ead72fcaf___RS_HL 5839.JPG,8436e47dd12bcf429a5fdb452aeb2e73cc044dde758ed2232b8960a631d3f92d,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e9d92a83-92dd-442f-8138-627ead72fcaf___RS_HL 5839.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e9f437d0-a209-461c-b071-5c8c13a2ed6a___RS_HL 6291.JPG,dcbd65489871b9119d33034ae96c03bcf6c388385437b2421bed64ddee4f6b21,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\e9f437d0-a209-461c-b071-5c8c13a2ed6a___RS_HL 6291.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ea45b7c8-f1c2-42c0-bfec-96444c58ddd0___RS_HL 6004.JPG,e0b048db70c22f5c05693e5d31aa0b28f574a60a2ea3a1416b049d21a4852202,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ea45b7c8-f1c2-42c0-bfec-96444c58ddd0___RS_HL 6004.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ea6534d4-60f0-4607-b02b-fbd25fe9a9b4___RS_HL 5681.JPG,69dbe072f74d7924c3304ad326d79e327894922fc5a90abe1b84384db908e863,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ea6534d4-60f0-4607-b02b-fbd25fe9a9b4___RS_HL 5681.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eabe5670-2b40-4677-bc58-b30410ddbab0___RS_HL 7605.JPG,4756eba13b5d8a54f700f1f4a32744254ace34122fa7520c45a07d0b17a1ecc5,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eabe5670-2b40-4677-bc58-b30410ddbab0___RS_HL 7605.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eb1b7162-9f7a-4bb7-b3fc-5dcaef541b55___RS_HL 6218.JPG,6f8a814ffe95c5241fa53906e70ae015ffddf7dbe22904ee09e6c934ed846f1d,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eb1b7162-9f7a-4bb7-b3fc-5dcaef541b55___RS_HL 6218.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eb1fe703-b96e-4440-9f6c-d75efcda5be0___RS_HL 7454.JPG,b05d6c8daea361c390476321892b39d1fce905f56e77dd14bea18430e79b0389,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eb1fe703-b96e-4440-9f6c-d75efcda5be0___RS_HL 7454.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eb8bf5fc-9b26-403e-aa70-a0649a749629___RS_HL 8096.JPG,2124739c4f57cfb3aea9d0eefbc983a4b752b3b7a644edfc339b047551212093,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eb8bf5fc-9b26-403e-aa70-a0649a749629___RS_HL 8096.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ebba11b3-2d4b-4580-9c2f-9e59c1047cdc___RS_HL 7305.JPG,62f0074ae4f60d5e3b88a778e051ae12b986b97aedc34ec9315698a718cebf28,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ebba11b3-2d4b-4580-9c2f-9e59c1047cdc___RS_HL 7305.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ebfb312e-5c9c-40ed-a193-955439232491___RS_HL 7512.JPG,0ecf42c7be6e3cfabfee058ecfd64aa76705da721970df5165dc9872109993d1,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ebfb312e-5c9c-40ed-a193-955439232491___RS_HL 7512.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec1bf8ec-0876-4971-8df1-20f766ac3df2___RS_HL 7666.JPG,2cdc9178035124965c1841d470dc5351962bbed28d7c95f4e87590ff3b8ed86a,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec1bf8ec-0876-4971-8df1-20f766ac3df2___RS_HL 7666.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec274680-0ee1-49d4-af42-48c6fe0da457___RS_HL 7306.JPG,f61ada7bcbe96a544a37f777c009a0f4bcce0f1efdb2a0b3eb0db47ddeb0b149,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec274680-0ee1-49d4-af42-48c6fe0da457___RS_HL 7306.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec41f18f-cd53-43db-ac79-954871449e40___RS_HL 7789.JPG,3cd75b88a8ed0e46954d29f2a83ecd79f4d99ebcd047e88a50ec685ea19bdec1,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec41f18f-cd53-43db-ac79-954871449e40___RS_HL 7789.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec5b9329-e53e-4578-ba60-03950b3e4883___RS_HL 7784.JPG,09947afb316909ef6eb96d46c5bc70d07a9c8c7583ca6b445f8438b9e27df6f3,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec5b9329-e53e-4578-ba60-03950b3e4883___RS_HL 7784.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec9b03af-1ead-4a8f-ac8b-cf68ae3c46bb___RS_HL 7885.JPG,47016039cbb22be297d7f3002f8845ce620568b4889dbc92a36a17b5668525b3,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec9b03af-1ead-4a8f-ac8b-cf68ae3c46bb___RS_HL 7885.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec9e541f-ebe0-4985-8a34-26f9daf88b5d___RS_HL 5948.JPG,4e84a1321ec9cbdfcfbf75c8dab556909d44f2e4b40130220449a613cbb85864,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ec9e541f-ebe0-4985-8a34-26f9daf88b5d___RS_HL 5948.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ecfed640-129c-4440-8617-fbe0372c0556___RS_HL 7485.JPG,5a5ae129eddc2a4802b9cec8942e968c906c512b8ca8482ee5b5889a48e52386,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ecfed640-129c-4440-8617-fbe0372c0556___RS_HL 7485.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ed151c2d-14c0-49e0-bab4-48e5d879d9ca___RS_HL 7554.JPG,06d794e653a45e9452c075637de7b971e90afd41c281a8a73664cf57fabff161,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ed151c2d-14c0-49e0-bab4-48e5d879d9ca___RS_HL 7554.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ed54e461-78ec-4cd1-8926-ff568b3fd29c___RS_HL 7886.JPG,43e80d00f885c304ec3b3b5ae6c69db8427e0c77dc02603dc9ca980772da84f5,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ed54e461-78ec-4cd1-8926-ff568b3fd29c___RS_HL 7886.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ed921a4f-b7a5-4086-bcab-cbfe7a97d053___RS_HL 7449.JPG,7c697987c2dc34b315dbabce6bbfe60e5c12695a829eadd8cddfd1ed3d6e47c6,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ed921a4f-b7a5-4086-bcab-cbfe7a97d053___RS_HL 7449.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\edb48c93-3366-4363-9840-41a96cb86e3a___RS_HL 6066.JPG,3e9fe5eb9daf28d38d422e0812e77a6c31a8bf0a25cd6dbbe4e42e57e531ae17,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\edb48c93-3366-4363-9840-41a96cb86e3a___RS_HL 6066.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ede0990f-ed5b-492b-9ecf-2f57027f2cd1___RS_HL 6319.JPG,e79fbee0b60801907a5f6274b9f3a6b56586b63157c9f816b4e790f7222ed6c6,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ede0990f-ed5b-492b-9ecf-2f57027f2cd1___RS_HL 6319.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\edf2aa3e-8736-4931-99dc-4a05252526b6___RS_HL 7710.JPG,c972c7ec02237c249015eedf8c81709abc1b518e79feaf3b954e31deeba8d1a9,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\edf2aa3e-8736-4931-99dc-4a05252526b6___RS_HL 7710.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ee4eddac-1368-4d79-950f-e9b09e7cbd24___RS_HL 7704.JPG,dd2ca50f6ba0040f8cc4df0ee1883dd15015a8cb6c500ec9cda75072263a08e2,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ee4eddac-1368-4d79-950f-e9b09e7cbd24___RS_HL 7704.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ee80e1f5-3e45-49a2-9766-ee6ec0981f91___RS_HL 5690.JPG,04a402fc7bb56852449ef53a4a9f6831c7851206e5ad3dbbb41654929a37fa2d,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ee80e1f5-3e45-49a2-9766-ee6ec0981f91___RS_HL 5690.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ee93a9cb-b4e5-4ad6-874b-caff1370f5bd___RS_HL 8142.JPG,f34bade53d6280b9de0b9de44cfd02327f3f5a60bfe281d4431617d5090b0b85,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ee93a9cb-b4e5-4ad6-874b-caff1370f5bd___RS_HL 8142.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eed4b520-3e7c-4a4f-8e7a-26cd9a893a32___RS_HL 5661.JPG,13ea705bde43884845270370a07843476caadeba87fcc956b4e0008e952148d9,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eed4b520-3e7c-4a4f-8e7a-26cd9a893a32___RS_HL 5661.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eee67012-27f6-45d5-9365-2561429f046d___RS_HL 8165.JPG,a204efd7fb5393bef5ee6af840b2b67cc675fc6cf868b0d3bf731dbe4550d1f5,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eee67012-27f6-45d5-9365-2561429f046d___RS_HL 8165.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ef16aa29-f7bd-4bad-be8e-4877760a3712___RS_HL 5871.JPG,f587f76c407d58863ac686dd69e63215e9ca39ac63bb7622e6b8e6ad996e48a4,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ef16aa29-f7bd-4bad-be8e-4877760a3712___RS_HL 5871.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ef39563c-7897-48be-b7d5-5371b873b110___RS_HL 8024.JPG,f29987ad6e9ed5197d16f27e5b708bea2ba4eaf27ceb7f5e08d38baa5d83c13d,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\ef39563c-7897-48be-b7d5-5371b873b110___RS_HL 8024.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\efcddd81-0718-4555-ac8f-f417cc6e6280___RS_HL 7912.JPG,1b9e7aaffabe9e12c24726bfe9e67a6d28165549e7c800aa8b0ed25588d0fae0,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\efcddd81-0718-4555-ac8f-f417cc6e6280___RS_HL 7912.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eff8a4a7-8aa4-4549-ae15-035f85c15486___RS_HL 7783.JPG,d89372716fb780dda5680d9854061300729f0cf9a1a54efc7a3b8c36f7e8d33e,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\eff8a4a7-8aa4-4549-ae15-035f85c15486___RS_HL 7783.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0033a40-7a27-46e8-bf31-5af5cd0a9691___RS_HL 7941.JPG,526fa5e01339a43ffe63c0c74d985a9d9f09246505ecc4c4a387fcefdb199d27,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0033a40-7a27-46e8-bf31-5af5cd0a9691___RS_HL 7941.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0194580-8ee6-4149-a63d-7935bc29c09e___RS_HL 7761.JPG,56452d661a89ed79045fc9a6786d8a1be9dcbf9acd9bb2420946bbe3da34d026,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0194580-8ee6-4149-a63d-7935bc29c09e___RS_HL 7761.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0327e86-a56c-4ed1-bcdb-ed0a46ccd5a9___RS_HL 5926.JPG,78ae5f3e507e5674bd4d526a5f155cf37a18584916c4d79a5a78ee6042ee7080,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0327e86-a56c-4ed1-bcdb-ed0a46ccd5a9___RS_HL 5926.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f03b4260-bf5c-41be-a4fe-96a5c341e7fc___RS_HL 7262.JPG,334fc8c27565af97cbd37fbd8c15f298a2314b045753ff14e2c72beb676e16ac,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f03b4260-bf5c-41be-a4fe-96a5c341e7fc___RS_HL 7262.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f09b090f-bff1-4fc9-87ad-1b9e05373698___RS_HL 6035.JPG,5c4e36a9f45626c8fa25a0a746c5ec44091cd5f39bd6ea81ded4515d583ce275,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f09b090f-bff1-4fc9-87ad-1b9e05373698___RS_HL 6035.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0cc8fe8-a9ec-42bb-83b7-274f8f5f00f0___RS_HL 7940.JPG,b1c8f97f26c592ae49f12a04ccfe9dbfb931ed33a7d3e2d26a6eb1562f93c5a2,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0cc8fe8-a9ec-42bb-83b7-274f8f5f00f0___RS_HL 7940.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0fb0e55-8a67-4df0-be6f-90913f64bc28___RS_HL 7352.JPG,459e1f0cf3c25391e5118ab5296061eb9462cc79e106332012f1747ff194e932,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f0fb0e55-8a67-4df0-be6f-90913f64bc28___RS_HL 7352.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f109ab3b-0e85-47e6-9c7b-fe1b7a52a530___RS_HL 7975.JPG,26b8a2d563c76ce5c676c1dd301724fb6df1d13df2f3610018b474f1105893b6,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f109ab3b-0e85-47e6-9c7b-fe1b7a52a530___RS_HL 7975.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f17a1770-7878-4f53-a432-e93429328836___RS_HL 6090.JPG,a89c506577beae74f97623933c3cd335610ccdac99ea0958b10fb686ae6c48f2,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f17a1770-7878-4f53-a432-e93429328836___RS_HL 6090.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f18afd6d-b745-4c09-b615-b1b6200bcd89___RS_HL 7683.JPG,344d7f2d52a4c8af8ec8de745d0e88547096a2b6416b9a9dea680484cc09fb96,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f18afd6d-b745-4c09-b615-b1b6200bcd89___RS_HL 7683.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f1953fa5-9c15-40a5-b9cd-43341f14dc4d___RS_HL 6115.JPG,7aa1f49d983b5eaaaa62db92228a1426d5d876b416facd75f7568beb93cb86f7,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f1953fa5-9c15-40a5-b9cd-43341f14dc4d___RS_HL 6115.JPG,0,False
PlantVillage,Apple___healthy,apple_healthy,apple,apple_healthy,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f1d26177-d15c-43ee-80e5-6246edc6556c___RS_HL 7713.JPG,5b3708a85824a9ffccfdc71a894ccc4b516efd0d8bcfe62624b5b9c31230f483,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantVillage-Dataset-master\raw\color\Apple___healthy\f1d26177-d15c-43ee-80e5-6246edc6556c___RS_HL 7713.JPG,0,False
